Lifetime Movie Favorites | source=vizio | res=2160 | https://5ee29b66.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/Vml6aW9fSG9saWRheU1vdmllRmF2b3JpdGVzYnlMaWZldGltZV9ITFM/playlist.m3u8?ads.wurl_channel=999&ads.wurl_name=HolidayMovieFavoritesbyLifetime&ads.coppa=0&ads.psid=%7bADID%7d&ads.targetopt=%7bTARGETOPT%7d&ads.us_privacy=%7bUSPRIVACY%7d&ads.ifa_type=%7bIFATYPE%7d&ads.lmt=%7bLMT%7d&ads.app_bundle=%7bAPP_BUNDLE%7d&ads.app_name=%7bAPP_NAME%7d&ads.app_store_url=%7bAPP_STORE_URL%7d&ads.url=%7bDOMAIN%7d&ads.w=%7bWIDTH%7d&ads.h=%7bHEIGHT%7d&ads.device_make=%7bDEVICE_MAKE%7d&ads.vizdartoken=eyJhdWQiOiI5OCIsIndmcGNpZCI6MzQ1NjY3OTAzMn0
Vidas Extremas | source=localnow | res=0 | https://s10host4.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config13/playlist.m3u8?ads.cdnhost=s10host4.localnow.api.cms.amdvids.com&ads.playbackid=BAA7B0C1-76FD-4DDD-87EA-7034BD93028F&ads.n1=rule_id&ads.v1=31E67C91-301F-4DA0-997C-55E852CBE4CB-1752176430&ads.n3=qp_content_id&ads.v3=BAA7B0C1-76FD-4DDD-87EA-7034BD93028F&ads.n4=content_name&ads.v4=Vidas%20Extremas&ads.n21=ua&ads.v21=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n22=cust_devicename&ads.v22=desktop_web&ads.n23=content_producer_name&ads.v23=Warner%20Brothers%20Discovery&ads.n24=content_custom_2_param&ads.v24=AMDB013591&ads.n25=content_livestream&ads.v25=1&ads.n26=channel_id&ads.v26=BAA7B0C1-76FD-4DDD-87EA-7034BD93028F&ads.n27=channel_brand_id&ads.v27=AMDB013591&ads.n28=device_type&ads.v28=&ads.n29=content_custom_1_param&ads.v29=BAA7B0C1-76FD-4DDD-87EA-7034BD93028F&ads.n30=channel_ext_id&ads.v30=&ads.n31=content_custom_3_param&ads.v31=channel&ads.n32=ip&ads.v32=185.217.168.164&ads.n33=channel_rating&ads.v33=TV-PG&ads.n34=h&ads.v34=1080&ads.n35=app_store_url&ads.v35=&ads.n36=channel_company_id&ads.v36=AMDP500559&ads.n37=content_type&ads.v37=channel&ads.n38=channel_title&ads.v38=Vidas%20Extremas&ads.n39=network_name&ads.v39=vidas-extremas-de-wbtv&ads.n40=us_privacy&ads.v40=1YNY&ads.n41=app_name&ads.v41=&ads.n42=channel_name&ads.v42=Vidas%20Extremas&ads.n43=app_version&ads.v43=0.0.0&ads.n44=app_bundle&ads.v44=&ads.n45=gpp&ads.v45=&ads.n46=w&ads.v46=1920&ads.n47=url&ads.v47=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n48=channel_corp&ads.v48=Warner%20Brothers%20Discovery&ads.n49=did&ads.v49=&ads.n50=dnt&ads.v50=&ads.n51=pos&ads.v51=midroll&ads.n52=gpp_sid&ads.v52=&ads.n53=channel_genre&ads.v53=Entertainment&ads.n54=device_model&ads.v54=&ads.n55=content_provider&ads.v55=vidas-extremas-de-wbtv&ads.n56=ifa_type&ads.v56=&ads.n57=device_make&ads.v57=&ads.n58=channel_language&ads.v58=en
Inside Edition | source=localnow | res=0 | https://amd-mediator-eolq3tk4la-uk.a.run.app/cbs/map.m3u8?imafw__fw_vcid2=&imafw__fw_app_bundle=&imafw__fw_us_privacy=1YNY&am.originUrl=https%3A%2F%2Fdai.google.com%2Flinear%2Fhls%2Fevent%2FY2DMgfclT3S2nNxANeIawA%2Fmaster.m3u8&imafw_csid=desktop_web&imafw__fw_did=&imafw__fw_is_lat=&height=1080&ip_addr=185.217.168.164&page_url=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ua=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&width=1920&app_version=0.0.0
Real Madrid TV | source=localnow | res=0 | https://8feecc4a.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/TG9jYWxOb3dfUmVhbE1hZHJpZF9ITFM/playlist.m3u8?ads.content_id=122DB51B-5AAB-4ED4-A961-6C531C82504E&ads.channel_corp=Cineverse%20OTT%20Holdings%20LLC&ads.ifa_type=&ads.channel_ext_id=&ads.app_name=&ads.wurl_channel=1865&ads.app_bundle=&ads.content_title=Real%20Madrid%20TV&ads.channel_brand_id=AMDB013710&ads.app_store_url=&ads.content_provider=real-madrid-tv&ads.us_privacy=1YNY&ads.device_model=&ads.cust_devicename=&ads.ip=185.217.168.164&ads.channel_company_id=AMDP500100&ads.device_type=&ads.did=&ads.dnt=&ads.content_genre=Sports&ads.wurl_name=RealMadrid&ads.device_make=&ads.ua=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.cust_channeltype=channel&ads.coppa=0&device_devicetype=desktop_web&height=1080&page_url=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&width=1920&app_version=0.0.0
Discovery Turbo TV | source=localnow | res=0 | https://s10host1.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config12/playlist.m3u8?ads.cdnhost=s10host1.localnow.api.cms.amdvids.com&ads.playbackid=5AA5E827-58E0-4035-9862-4EFD3BC9F11C&ads.n1=rule_id&ads.v1=31E67C91-301F-4DA0-997C-55E852CBE4CB-1752176430&ads.n3=qp_content_id&ads.v3=5AA5E827-58E0-4035-9862-4EFD3BC9F11C&ads.n4=content_name&ads.v4=Discovery%20Turbo%20TV&ads.n21=channel_corp&ads.v21=Warner%20Brothers%20Discovery&ads.n22=channel_brand_id&ads.v22=AMDB013586&ads.n23=us_privacy&ads.v23=1YNY&ads.n24=content_custom_1_param&ads.v24=5AA5E827-58E0-4035-9862-4EFD3BC9F11C&ads.n25=device_model&ads.v25=&ads.n26=app_store_url&ads.v26=&ads.n27=device_make&ads.v27=&ads.n28=channel_id&ads.v28=5AA5E827-58E0-4035-9862-4EFD3BC9F11C&ads.n29=app_bundle&ads.v29=&ads.n30=pos&ads.v30=midroll&ads.n31=w&ads.v31=1920&ads.n32=content_producer_name&ads.v32=Warner%20Brothers%20Discovery&ads.n33=channel_name&ads.v33=Discovery%20Turbo%20TV&ads.n34=channel_title&ads.v34=Discovery%20Turbo%20TV&ads.n35=dnt&ads.v35=&ads.n36=channel_genre&ads.v36=Sports&ads.n37=gpp&ads.v37=&ads.n38=ua&ads.v38=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n39=content_custom_2_param&ads.v39=AMDB013586&ads.n40=gpp_sid&ads.v40=&ads.n41=channel_language&ads.v41=en&ads.n42=network_name&ads.v42=motortrend-fast&ads.n43=ip&ads.v43=185.217.168.164&ads.n44=app_version&ads.v44=0.0.0&ads.n45=channel_ext_id&ads.v45=&ads.n46=content_type&ads.v46=channel&ads.n47=content_custom_3_param&ads.v47=channel&ads.n48=content_provider&ads.v48=motortrend-fast&ads.n49=cust_devicename&ads.v49=desktop_web&ads.n50=app_name&ads.v50=&ads.n51=did&ads.v51=&ads.n52=h&ads.v52=1080&ads.n53=channel_rating&ads.v53=TV-PG&ads.n54=content_livestream&ads.v54=1&ads.n55=channel_company_id&ads.v55=AMDP500559&ads.n56=url&ads.v56=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n57=ifa_type&ads.v57=&ads.n58=device_type&ads.v58=
WFXT (FOX) News 25 Boston MA | source=localnow | res=0 | https://s7host1.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config6/playlist.m3u8?ads.cdnhost=s7host1.localnow.api.cms.amdvids.com&ads.playbackid=CD6FBCE3-AAE2-4602-8CBD-7C26B897243C&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=CD6FBCE3-AAE2-4602-8CBD-7C26B897243C&ads.n4=content_name&ads.v4=EPG%20%7C%20WFXT%20Boston%20Fox%2025&ads.n21=channel_rating&ads.v21=TV-PG&ads.n22=device_type&ads.v22=&ads.n23=did&ads.v23=&ads.n24=channel_id&ads.v24=CD6FBCE3-AAE2-4602-8CBD-7C26B897243C&ads.n25=content_provider&ads.v25=wfxt&ads.n26=channel_ext_id&ads.v26=6227bf92b3d0ea4b995d47b2&ads.n27=gpp&ads.v27=&ads.n28=ip&ads.v28=185.217.168.164&ads.n29=app_store_url&ads.v29=&ads.n30=device_make&ads.v30=&ads.n31=app_bundle&ads.v31=&ads.n32=gpp_sid&ads.v32=&ads.n33=content_custom_1_param&ads.v33=CD6FBCE3-AAE2-4602-8CBD-7C26B897243C&ads.n34=h&ads.v34=1080&ads.n35=content_livestream&ads.v35=1&ads.n36=app_name&ads.v36=&ads.n37=network_name&ads.v37=wfxt&ads.n38=dnt&ads.v38=&ads.n39=channel_genre&ads.v39=News&ads.n40=ua&ads.v40=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n41=pos&ads.v41=midroll&ads.n42=content_producer_name&ads.v42=Cox%20Broadcasting&ads.n43=content_type&ads.v43=channel&ads.n44=channel_company_id&ads.v44=AMDP500165&ads.n45=content_custom_3_param&ads.v45=channel&ads.n46=channel_brand_id&ads.v46=AMDB012155&ads.n47=us_privacy&ads.v47=1YNY&ads.n48=channel_language&ads.v48=en&ads.n49=channel_title&ads.v49=EPG%20%20WFXT%20Boston%20Fox%2025&ads.n50=channel_name&ads.v50=EPG%20%20WFXT%20Boston%20Fox%2025&ads.n51=content_custom_2_param&ads.v51=AMDB012155&ads.n52=channel_corp&ads.v52=Cox%20Broadcasting&ads.n53=w&ads.v53=1920&ads.n54=url&ads.v54=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n55=device_model&ads.v55=&ads.n56=cust_devicename&ads.v56=desktop_web&ads.n57=app_version&ads.v57=0.0.0&ads.n58=ifa_type&ads.v58=
NBC 6 South Florida News | source=localnow | res=0 | https://s11host2.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config13/playlist.m3u8?ads.cdnhost=s11host2.localnow.api.cms.amdvids.com&ads.playbackid=DD4CB97A-CD5E-4850-BB1A-59F15A501BB2&ads.n1=rule_id&ads.v1=F0F2D67E-43F6-4794-9B68-414843159DD7-1747755763&ads.n3=qp_content_id&ads.v3=DD4CB97A-CD5E-4850-BB1A-59F15A501BB2&ads.n4=content_name&ads.v4=NBC%20South%20Florida%20News&ads.n21=content_producer_name&ads.v21=NBCUniversal&ads.n22=content_custom_1_param&ads.v22=DD4CB97A-CD5E-4850-BB1A-59F15A501BB2&ads.n23=device_make&ads.v23=&ads.n24=gpp_sid&ads.v24=&ads.n25=w&ads.v25=1920&ads.n26=h&ads.v26=1080&ads.n27=channel_title&ads.v27=NBC%20South%20Florida%20News&ads.n28=ifa_type&ads.v28=&ads.n29=device_model&ads.v29=&ads.n30=content_provider&ads.v30=nbc-south-florida-news&ads.n31=content_type&ads.v31=channel&ads.n32=channel_name&ads.v32=NBC%20South%20Florida%20News&ads.n33=channel_brand_id&ads.v33=AMDB013246&ads.n34=us_privacy&ads.v34=1YNY&ads.n35=app_version&ads.v35=0.0.0&ads.n36=pos&ads.v36=midroll&ads.n37=app_bundle&ads.v37=&ads.n38=app_store_url&ads.v38=&ads.n39=cust_devicename&ads.v39=desktop_web&ads.n40=channel_language&ads.v40=en&ads.n41=channel_company_id&ads.v41=AMDP500448&ads.n42=channel_ext_id&ads.v42=&ads.n43=ip&ads.v43=185.217.168.164&ads.n44=app_name&ads.v44=&ads.n45=did&ads.v45=&ads.n46=content_custom_3_param&ads.v46=channel&ads.n47=channel_genre&ads.v47=News&ads.n48=dnt&ads.v48=&ads.n49=channel_corp&ads.v49=NBCUniversal&ads.n50=network_name&ads.v50=nbc-south-florida-news&ads.n51=ua&ads.v51=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n52=content_custom_2_param&ads.v52=AMDB013246&ads.n53=content_livestream&ads.v53=1&ads.n54=gpp&ads.v54=&ads.n55=channel_id&ads.v55=DD4CB97A-CD5E-4850-BB1A-59F15A501BB2&ads.n56=channel_rating&ads.v56=TV-PG&ads.n57=device_type&ads.v57=&ads.n58=url&ads.v58=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal
Very South Florida by WPBF 25 | source=localnow | res=0 | https://s3host3.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config3/11e70eb2e29641eaaa3cbcba954a662b/master.m3u8?Expires=4854278400&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9zeW5kaWNhdGlvbi1hdXNlMS5jZi5jZG4udXBseW5rLmNvbS8xMWU3MGViMmUyOTY0MWVhYWEzY2JjYmE5NTRhNjYyYi8qIiwiQ29uZGl0aW9uIjp7IkRhdGVMZXNzVGhhbiI6eyJBV1M6RXBvY2hUaW1lIjo0ODU0Mjc4NDAwfX19XX0%3D&Signature=QdmLNrpBAEF7DLOkfHcPPaNLtggA%7EKagS6gQpTlnQ-1AcNlodZS2bxpXNgQUY3KKS6qWk928VtQdULVeeZpeCkSnHsAKA5b6j4kxwj4aYDeM%7E8lOyri3D7PlcEbkbVFVTMcX5G32v-fLOntpC7hrAv-JSmug5xmQwJPJRqq7baJ13GIHCHkBgsetgQ9j3Ikambxz7sGXS8oXoEnayR2XlKQKK89vGQPArSN0Iji1zxFuZI%7EjH5YO13YkTKcK97g%7E13Eswu8W-eu3tJ8iyen1ZW8wYQBc%7EMJfId%7EisWxJ1-VApKYn-Sr8ZdR4bPJrNknqgstRWZ8alBNZ54VImoALiQ__&Key-Pair-Id=K1BEGSWP8YSEGF&height=1080&ip_addr=185.217.168.164&page_url=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ua=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&width=1920&app_version=0.0.0&ccpa_us_privacy=1YNY&device_devicetype=desktop_web&ads.cdnhost=s3host3.localnow.api.cms.amdvids.com&ads.playbackid=8F7CBCF6-0CA1-474D-8275-FC4DB844355A&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=8F7CBCF6-0CA1-474D-8275-FC4DB844355A&ads.n4=content_name&ads.v4=EPG%20%7C%20WPBF%2025%20West%20Palm%20Beach%2C%20FL&ads.n21=channel_title&ads.v21=EPG%20%20WPBF%2025%20West%20Palm%20Beach%2C%20FL&ads.n22=content_type&ads.v22=channel&ads.n23=us_privacy&ads.v23=1YNY&ads.n24=content_custom_2_param&ads.v24=AMDB012889&ads.n25=device_make&ads.v25=&ads.n26=cust_devicename&ads.v26=desktop_web&ads.n27=channel_genre&ads.v27=News&ads.n28=gpp&ads.v28=&ads.n29=ifa_type&ads.v29=&ads.n30=pos&ads.v30=midroll&ads.n31=content_producer_name&ads.v31=Hearst%20Corporation&ads.n32=content_livestream&ads.v32=1&ads.n33=content_provider&ads.v33=wpbf&ads.n34=did&ads.v34=&ads.n35=content_custom_3_param&ads.v35=channel&ads.n36=channel_language&ads.v36=en&ads.n37=ua&ads.v37=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n38=channel_id&ads.v38=8F7CBCF6-0CA1-474D-8275-FC4DB844355A&ads.n39=device_model&ads.v39=&ads.n40=w&ads.v40=1920&ads.n41=channel_corp&ads.v41=Hearst%20Corporation&ads.n42=ip&ads.v42=185.217.168.164&ads.n43=device_type&ads.v43=&ads.n44=app_name&ads.v44=&ads.n45=url&ads.v45=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n46=app_bundle&ads.v46=&ads.n47=app_store_url&ads.v47=&ads.n48=channel_company_id&ads.v48=AMDP500425&ads.n49=channel_rating&ads.v49=TV-PG&ads.n50=dnt&ads.v50=&ads.n51=h&ads.v51=1080&ads.n52=app_version&ads.v52=0.0.0&ads.n53=content_custom_1_param&ads.v53=8F7CBCF6-0CA1-474D-8275-FC4DB844355A&ads.n54=channel_brand_id&ads.v54=AMDB012889&ads.n55=gpp_sid&ads.v55=&ads.n56=channel_name&ads.v56=EPG%20%20WPBF%2025%20West%20Palm%20Beach%2C%20FL&ads.n57=network_name&ads.v57=wpbf&ads.n58=channel_ext_id&ads.v58=630e89c9ce24aa64990439e3
WWMT News Channel 3 Grand Rapids MI | source=localnow | res=0 | https://s8host4.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config10/dist/localnow/701/hls/master/playlist.m3u8?ads.cdnhost=s8host4.localnow.api.cms.amdvids.com&ads.playbackid=A75FC2FE-BC1F-4935-816D-6566283A47D6&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=A75FC2FE-BC1F-4935-816D-6566283A47D6&ads.n4=content_name&ads.v4=WWMT%20Grand%20Rapids%20MI&ads.n21=content_type&ads.v21=channel&ads.n22=ifa_type&ads.v22=&ads.n23=gpp_sid&ads.v23=&ads.n24=content_custom_3_param&ads.v24=channel&ads.n25=network_name&ads.v25=wwmt-grand-rapids&ads.n26=app_name&ads.v26=&ads.n27=channel_genre&ads.v27=News&ads.n28=device_model&ads.v28=&ads.n29=url&ads.v29=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n30=ip&ads.v30=185.217.168.164&ads.n31=app_store_url&ads.v31=&ads.n32=content_producer_name&ads.v32=Sinclair%20Television%20Group%20INC&ads.n33=channel_name&ads.v33=WWMT%20Grand%20Rapids%20MI&ads.n34=device_type&ads.v34=&ads.n35=channel_language&ads.v35=en&ads.n36=dnt&ads.v36=&ads.n37=pos&ads.v37=midroll&ads.n38=content_custom_2_param&ads.v38=AMDB013458&ads.n39=w&ads.v39=1920&ads.n40=cust_devicename&ads.v40=desktop_web&ads.n41=content_provider&ads.v41=wwmt-grand-rapids&ads.n42=app_bundle&ads.v42=&ads.n43=content_custom_1_param&ads.v43=A75FC2FE-BC1F-4935-816D-6566283A47D6&ads.n44=channel_company_id&ads.v44=AMDP500539&ads.n45=channel_ext_id&ads.v45=&ads.n46=channel_rating&ads.v46=TV-PG&ads.n47=channel_corp&ads.v47=Sinclair%20Television%20Group%20INC&ads.n48=ua&ads.v48=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n49=content_livestream&ads.v49=1&ads.n50=channel_brand_id&ads.v50=AMDB013458&ads.n51=app_version&ads.v51=0.0.0&ads.n52=h&ads.v52=1080&ads.n53=gpp&ads.v53=&ads.n54=did&ads.v54=&ads.n55=channel_id&ads.v55=A75FC2FE-BC1F-4935-816D-6566283A47D6&ads.n56=us_privacy&ads.v56=1YNY&ads.n57=channel_title&ads.v57=WWMT%20Grand%20Rapids%20MI&ads.n58=device_make&ads.v58=
WZZM ABC 13 On Your Side Grand Rapids MI | source=localnow | res=0 | https://s10host2.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config12/wzzm/24x7/index.m3u8?vendor=LocalNow&page_url=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ua=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&width=1920&app_version=0.0.0&ccpa_us_privacy=1YNY&device_devicetype=desktop_web&height=1080&ip_addr=185.217.168.164&ads.cdnhost=s10host2.localnow.api.cms.amdvids.com&ads.playbackid=E32EB143-84E0-4174-BE06-A3A076F0AF2E&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=E32EB143-84E0-4174-BE06-A3A076F0AF2E&ads.n4=content_name&ads.v4=WZZM%20Grand%20Rapids%20MI&ads.n21=content_livestream&ads.v21=1&ads.n22=ip&ads.v22=185.217.168.164&ads.n23=app_store_url&ads.v23=&ads.n24=channel_rating&ads.v24=TV-PG&ads.n25=device_make&ads.v25=&ads.n26=app_version&ads.v26=0.0.0&ads.n27=gpp&ads.v27=&ads.n28=device_type&ads.v28=&ads.n29=channel_id&ads.v29=E32EB143-84E0-4174-BE06-A3A076F0AF2E&ads.n30=content_custom_3_param&ads.v30=channel&ads.n31=app_name&ads.v31=&ads.n32=gpp_sid&ads.v32=&ads.n33=did&ads.v33=&ads.n34=app_bundle&ads.v34=&ads.n35=content_provider&ads.v35=wzzm-grand-rapids&ads.n36=content_type&ads.v36=channel&ads.n37=device_model&ads.v37=&ads.n38=ifa_type&ads.v38=&ads.n39=dnt&ads.v39=&ads.n40=url&ads.v40=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n41=channel_ext_id&ads.v41=&ads.n42=channel_corp&ads.v42=Tegna%20INC&ads.n43=content_producer_name&ads.v43=Tegna%20INC&ads.n44=pos&ads.v44=midroll&ads.n45=h&ads.v45=1080&ads.n46=cust_devicename&ads.v46=desktop_web&ads.n47=network_name&ads.v47=wzzm-grand-rapids&ads.n48=ua&ads.v48=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n49=channel_genre&ads.v49=News&ads.n50=content_custom_2_param&ads.v50=AMDB013611&ads.n51=channel_title&ads.v51=WZZM%20Grand%20Rapids%20MI&ads.n52=channel_language&ads.v52=en&ads.n53=channel_company_id&ads.v53=AMDP500555&ads.n54=channel_brand_id&ads.v54=AMDB013611&ads.n55=channel_name&ads.v55=WZZM%20Grand%20Rapids%20MI&ads.n56=us_privacy&ads.v56=1YNY&ads.n57=w&ads.v57=1920&ads.n58=content_custom_1_param&ads.v58=E32EB143-84E0-4174-BE06-A3A076F0AF2E
WHAS ABC 11 On Your Side Louisville KY | source=localnow | res=0 | https://s10host3.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config12/whas/24x7/index.m3u8?vendor=LocalNow&height=1080&ip_addr=185.217.168.164&page_url=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ua=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&width=1920&app_version=0.0.0&ccpa_us_privacy=1YNY&device_devicetype=desktop_web&ads.cdnhost=s10host3.localnow.api.cms.amdvids.com&ads.playbackid=FDD35A88-7E85-4FF5-B89D-29CF4BFC3DE0&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=FDD35A88-7E85-4FF5-B89D-29CF4BFC3DE0&ads.n4=content_name&ads.v4=WHAS%20Louisville%20KY&ads.n21=channel_company_id&ads.v21=AMDP500555&ads.n22=content_type&ads.v22=channel&ads.n23=channel_language&ads.v23=en&ads.n24=url&ads.v24=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n25=channel_brand_id&ads.v25=AMDB013610&ads.n26=app_version&ads.v26=0.0.0&ads.n27=channel_ext_id&ads.v27=&ads.n28=ifa_type&ads.v28=&ads.n29=ip&ads.v29=185.217.168.164&ads.n30=device_make&ads.v30=&ads.n31=us_privacy&ads.v31=1YNY&ads.n32=h&ads.v32=1080&ads.n33=content_custom_3_param&ads.v33=channel&ads.n34=app_bundle&ads.v34=&ads.n35=device_model&ads.v35=&ads.n36=did&ads.v36=&ads.n37=gpp&ads.v37=&ads.n38=content_provider&ads.v38=whas-louisville&ads.n39=pos&ads.v39=midroll&ads.n40=channel_rating&ads.v40=TV-PG&ads.n41=cust_devicename&ads.v41=desktop_web&ads.n42=content_producer_name&ads.v42=Tegna%20INC&ads.n43=network_name&ads.v43=whas-louisville&ads.n44=channel_title&ads.v44=WHAS%20Louisville%20KY&ads.n45=channel_genre&ads.v45=News&ads.n46=content_custom_2_param&ads.v46=AMDB013610&ads.n47=content_custom_1_param&ads.v47=FDD35A88-7E85-4FF5-B89D-29CF4BFC3DE0&ads.n48=channel_name&ads.v48=WHAS%20Louisville%20KY&ads.n49=app_name&ads.v49=&ads.n50=ua&ads.v50=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n51=gpp_sid&ads.v51=&ads.n52=app_store_url&ads.v52=&ads.n53=device_type&ads.v53=&ads.n54=channel_corp&ads.v54=Tegna%20INC&ads.n55=channel_id&ads.v55=FDD35A88-7E85-4FF5-B89D-29CF4BFC3DE0&ads.n56=dnt&ads.v56=&ads.n57=w&ads.v57=1920&ads.n58=content_livestream&ads.v58=1
